,date,ron95,ron97,diesel,ron95_budi95,USD,index,state,division,Rate
3330,2020-03-01,2.08,2.4,2.13,2.08,4.226,117.1,W.P. Labuan,overall,2.75
3331,2020-03-01,2.08,2.4,2.13,2.08,4.226,120.5,W.P. Putrajaya,overall,2.75
3358,2020-04-01,1.38,1.68,1.68,1.38,4.3275,120.5,Johor,overall,2.5
3359,2020-04-01,1.38,1.68,1.68,1.38,4.3275,114.6,Kedah,overall,2.5
3360,2020-04-01,1.38,1.68,1.68,1.38,4.3275,115.9,Kelantan,overall,2.5
3361,2020-04-01,1.38,1.68,1.68,1.38,4.3275,115.7,Melaka,overall,2.5
3362,2020-04-01,1.38,1.68,1.68,1.38,4.3275,117.7,Negeri Sembilan,overall,2.5
3363,2020-04-01,1.38,1.68,1.68,1.38,4.3275,114.9,Pahang,overall,2.5
3364,2020-04-01,1.38,1.68,1.68,1.38,4.3275,113.7,Perak,overall,2.5
3365,2020-04-01,1.38,1.68,1.68,1.38,4.3275,110.3,Perlis,overall,2.5
3366,2020-04-01,1.38,1.68,1.68,1.38,4.3275,120.2,Pulau Pinang,overall,2.5
3367,2020-04-01,1.38,1.68,1.68,1.38,4.3275,110.6,Sabah,overall,2.5
3368,2020-04-01,1.38,1.68,1.68,1.38,4.3275,112.3,Sarawak,overall,2.5
3369,2020-04-01,1.38,1.68,1.68,1.38,4.3275,121.0,Selangor,overall,2.5
3370,2020-04-01,1.38,1.68,1.68,1.38,4.3275,112.5,Terengganu,overall,2.5
3371,2020-04-01,1.38,1.68,1.68,1.38,4.3275,120.3,W.P. Kuala Lumpur,overall,2.5
3372,2020-04-01,1.38,1.68,1.68,1.38,4.3275,113.8,W.P. Labuan,overall,2.5
3373,2020-04-01,1.38,1.68,1.68,1.38,4.3275,117.8,W.P. Putrajaya,overall,2.5
3399,2020-05-01,1.25,1.55,1.4,1.25,4.326,120.8,Johor,overall,2.5
3400,2020-05-01,1.25,1.55,1.4,1.25,4.326,115.0,Kedah,overall,2.5
3401,2020-05-01,1.25,1.55,1.4,1.25,4.326,116.2,Kelantan,overall,2.5
3402,2020-05-01,1.25,1.55,1.4,1.25,4.326,116.0,Melaka,overall,2.5
3403,2020-05-01,1.25,1.55,1.4,1.25,4.326,118.0,Negeri Sembilan,overall,2.5
3404,2020-05-01,1.25,1.55,1.4,1.25,4.326,115.2,Pahang,overall,2.5
3405,2020-05-01,1.25,1.55,1.4,1.25,4.326,113.9,Perak,overall,2.5
3406,2020-05-01,1.25,1.55,1.4,1.25,4.326,110.6,Perlis,overall,2.5
3407,2020-05-01,1.25,1.55,1.4,1.25,4.326,120.4,Pulau Pinang,overall,2.5
3408,2020-05-01,1.25,1.55,1.4,1.25,4.326,110.7,Sabah,overall,2.5
3409,2020-05-01,1.25,1.55,1.4,1.25,4.326,112.5,Sarawak,overall,2.5
3410,2020-05-01,1.25,1.55,1.4,1.25,4.326,121.3,Selangor,overall,2.5
3411,2020-05-01,1.25,1.55,1.4,1.25,4.326,112.8,Terengganu,overall,2.5
3412,2020-05-01,1.25,1.55,1.4,1.25,4.326,120.5,W.P. Kuala Lumpur,overall,2.5
3413,2020-05-01,1.25,1.55,1.4,1.25,4.326,114.1,W.P. Labuan,overall,2.5
3414,2020-05-01,1.25,1.55,1.4,1.25,4.326,116.3,W.P. Putrajaya,overall,2.5
3436,2020-06-01,1.43,1.73,1.61,1.43,4.323,122.3,Johor,overall,2.0
3437,2020-06-01,1.43,1.73,1.61,1.43,4.323,116.4,Kedah,overall,2.0
3438,2020-06-01,1.43,1.73,1.61,1.43,4.323,117.9,Kelantan,overall,2.0
3439,2020-06-01,1.43,1.73,1.61,1.43,4.323,117.1,Melaka,overall,2.0
3440,2020-06-01,1.43,1.73,1.61,1.43,4.323,119.4,Negeri Sembilan,overall,2.0
3441,2020-06-01,1.43,1.73,1.61,1.43,4.323,116.8,Pahang,overall,2.0
3442,2020-06-01,1.43,1.73,1.61,1.43,4.323,115.1,Perak,overall,2.0
3443,2020-06-01,1.43,1.73,1.61,1.43,4.323,112.4,Perlis,overall,2.0
3444,2020-06-01,1.43,1.73,1.61,1.43,4.323,121.4,Pulau Pinang,overall,2.0
3445,2020-06-01,1.43,1.73,1.61,1.43,4.323,111.8,Sabah,overall,2.0
3446,2020-06-01,1.43,1.73,1.61,1.43,4.323,113.8,Sarawak,overall,2.0
3447,2020-06-01,1.43,1.73,1.61,1.43,4.323,122.5,Selangor,overall,2.0
3448,2020-06-01,1.43,1.73,1.61,1.43,4.323,114.7,Terengganu,overall,2.0
3449,2020-06-01,1.43,1.73,1.61,1.43,4.323,121.3,W.P. Kuala Lumpur,overall,2.0
3450,2020-06-01,1.43,1.73,1.61,1.43,4.323,115.1,W.P. Labuan,overall,2.0
3451,2020-06-01,1.43,1.73,1.61,1.43,4.323,117.5,W.P. Putrajaya,overall,2.0
3476,2020-07-01,1.69,1.99,1.86,1.69,4.2815,123.1,Johor,overall,2.0
3477,2020-07-01,1.69,1.99,1.86,1.69,4.2815,117.2,Kedah,overall,2.0
3478,2020-07-01,1.69,1.99,1.86,1.69,4.2815,118.9,Kelantan,overall,2.0
3479,2020-07-01,1.69,1.99,1.86,1.69,4.2815,117.8,Melaka,overall,2.0
3480,2020-07-01,1.69,1.99,1.86,1.69,4.2815,120.3,Negeri Sembilan,overall,2.0
3481,2020-07-01,1.69,1.99,1.86,1.69,4.2815,117.5,Pahang,overall,2.0
3482,2020-07-01,1.69,1.99,1.86,1.69,4.2815,115.8,Perak,overall,2.0
3483,2020-07-01,1.69,1.99,1.86,1.69,4.2815,113.0,Perlis,overall,2.0
3484,2020-07-01,1.69,1.99,1.86,1.69,4.2815,122.0,Pulau Pinang,overall,2.0
3485,2020-07-01,1.69,1.99,1.86,1.69,4.2815,112.6,Sabah,overall,2.0
3486,2020-07-01,1.69,1.99,1.86,1.69,4.2815,114.6,Sarawak,overall,2.0
3487,2020-07-01,1.69,1.99,1.86,1.69,4.2815,123.3,Selangor,overall,2.0
3488,2020-07-01,1.69,1.99,1.86,1.69,4.2815,115.8,Terengganu,overall,2.0
3489,2020-07-01,1.69,1.99,1.86,1.69,4.2815,121.9,W.P. Kuala Lumpur,overall,2.0
3490,2020-07-01,1.69,1.99,1.86,1.69,4.2815,115.7,W.P. Labuan,overall,2.0
3491,2020-07-01,1.69,1.99,1.86,1.69,4.2815,120.5,W.P. Putrajaya,overall,2.0
3517,2020-08-01,1.68,1.98,1.83,1.68,4.2425,123.2,Johor,overall,1.75
3518,2020-08-01,1.68,1.98,1.83,1.68,4.2425,117.3,Kedah,overall,1.75
3519,2020-08-01,1.68,1.98,1.83,1.68,4.2425,118.9,Kelantan,overall,1.75
3520,2020-08-01,1.68,1.98,1.83,1.68,4.2425,117.9,Melaka,overall,1.75
3521,2020-08-01,1.68,1.98,1.83,1.68,4.2425,120.5,Negeri Sembilan,overall,1.75
3522,2020-08-01,1.68,1.98,1.83,1.68,4.2425,117.5,Pahang,overall,1.75
3523,2020-08-01,1.68,1.98,1.83,1.68,4.2425,116.0,Perak,overall,1.75
3524,2020-08-01,1.68,1.98,1.83,1.68,4.2425,113.1,Perlis,overall,1.75
3525,2020-08-01,1.68,1.98,1.83,1.68,4.2425,122.3,Pulau Pinang,overall,1.75
3526,2020-08-01,1.68,1.98,1.83,1.68,4.2425,112.6,Sabah,overall,1.75
3527,2020-08-01,1.68,1.98,1.83,1.68,4.2425,114.4,Sarawak,overall,1.75
3528,2020-08-01,1.68,1.98,1.83,1.68,4.2425,123.6,Selangor,overall,1.75
3529,2020-08-01,1.68,1.98,1.83,1.68,4.2425,115.9,Terengganu,overall,1.75
3530,2020-08-01,1.68,1.98,1.83,1.68,4.2425,122.5,W.P. Kuala Lumpur,overall,1.75
3531,2020-08-01,1.68,1.98,1.83,1.68,4.2425,115.9,W.P. Labuan,overall,1.75
3532,2020-08-01,1.68,1.98,1.83,1.68,4.2425,120.8,W.P. Putrajaya,overall,1.75
3556,2020-09-01,1.72,2.02,1.78,1.72,4.1475,123.1,Johor,overall,1.75
3557,2020-09-01,1.72,2.02,1.78,1.72,4.1475,117.3,Kedah,overall,1.75
3558,2020-09-01,1.72,2.02,1.78,1.72,4.1475,118.8,Kelantan,overall,1.75
3559,2020-09-01,1.72,2.02,1.78,1.72,4.1475,117.9,Melaka,overall,1.75
3560,2020-09-01,1.72,2.02,1.78,1.72,4.1475,120.5,Negeri Sembilan,overall,1.75
3561,2020-09-01,1.72,2.02,1.78,1.72,4.1475,117.5,Pahang,overall,1.75
3562,2020-09-01,1.72,2.02,1.78,1.72,4.1475,115.9,Perak,overall,1.75
3563,2020-09-01,1.72,2.02,1.78,1.72,4.1475,112.9,Perlis,overall,1.75
3564,2020-09-01,1.72,2.02,1.78,1.72,4.1475,122.2,Pulau Pinang,overall,1.75
3565,2020-09-01,1.72,2.02,1.78,1.72,4.1475,112.6,Sabah,overall,1.75
3566,2020-09-01,1.72,2.02,1.78,1.72,4.1475,114.4,Sarawak,overall,1.75
3567,2020-09-01,1.72,2.02,1.78,1.72,4.1475,123.7,Selangor,overall,1.75
3568,2020-09-01,1.72,2.02,1.78,1.72,4.1475,115.7,Terengganu,overall,1.75
3569,2020-09-01,1.72,2.02,1.78,1.72,4.1475,122.6,W.P. Kuala Lumpur,overall,1.75
3570,2020-09-01,1.72,2.02,1.78,1.72,4.1475,115.9,W.P. Labuan,overall,1.75
3571,2020-09-01,1.72,2.02,1.78,1.72,4.1475,120.8,W.P. Putrajaya,overall,1.75
3596,2020-10-01,1.68,1.98,1.71,1.68,4.148,123.1,Johor,overall,1.75
3597,2020-10-01,1.68,1.98,1.71,1.68,4.148,117.2,Kedah,overall,1.75
3598,2020-10-01,1.68,1.98,1.71,1.68,4.148,118.8,Kelantan,overall,1.75
3599,2020-10-01,1.68,1.98,1.71,1.68,4.148,117.9,Melaka,overall,1.75
3600,2020-10-01,1.68,1.98,1.71,1.68,4.148,120.5,Negeri Sembilan,overall,1.75
3601,2020-10-01,1.68,1.98,1.71,1.68,4.148,117.5,Pahang,overall,1.75
3602,2020-10-01,1.68,1.98,1.71,1.68,4.148,115.9,Perak,overall,1.75
3603,2020-10-01,1.68,1.98,1.71,1.68,4.148,112.9,Perlis,overall,1.75
3604,2020-10-01,1.68,1.98,1.71,1.68,4.148,122.3,Pulau Pinang,overall,1.75
3605,2020-10-01,1.68,1.98,1.71,1.68,4.148,112.6,Sabah,overall,1.75
3606,2020-10-01,1.68,1.98,1.71,1.68,4.148,114.5,Sarawak,overall,1.75
3607,2020-10-01,1.68,1.98,1.71,1.68,4.148,123.8,Selangor,overall,1.75
3608,2020-10-01,1.68,1.98,1.71,1.68,4.148,115.7,Terengganu,overall,1.75
3609,2020-10-01,1.68,1.98,1.71,1.68,4.148,122.6,W.P. Kuala Lumpur,overall,1.75
3610,2020-10-01,1.68,1.98,1.71,1.68,4.148,115.8,W.P. Labuan,overall,1.75
3611,2020-10-01,1.68,1.98,1.71,1.68,4.148,121.1,W.P. Putrajaya,overall,1.75
3637,2020-11-01,1.64,1.94,1.74,1.64,4.157,123.0,Johor,overall,1.75
3638,2020-11-01,1.64,1.94,1.74,1.64,4.157,116.9,Kedah,overall,1.75
3639,2020-11-01,1.64,1.94,1.74,1.64,4.157,118.6,Kelantan,overall,1.75
3640,2020-11-01,1.64,1.94,1.74,1.64,4.157,117.7,Melaka,overall,1.75
3641,2020-11-01,1.64,1.94,1.74,1.64,4.157,120.1,Negeri Sembilan,overall,1.75
3642,2020-11-01,1.64,1.94,1.74,1.64,4.157,117.2,Pahang,overall,1.75
3643,2020-11-01,1.64,1.94,1.74,1.64,4.157,115.6,Perak,overall,1.75
3644,2020-11-01,1.64,1.94,1.74,1.64,4.157,112.5,Perlis,overall,1.75
3645,2020-11-01,1.64,1.94,1.74,1.64,4.157,122.1,Pulau Pinang,overall,1.75
3646,2020-11-01,1.64,1.94,1.74,1.64,4.157,112.5,Sabah,overall,1.75
3647,2020-11-01,1.64,1.94,1.74,1.64,4.157,114.4,Sarawak,overall,1.75
3648,2020-11-01,1.64,1.94,1.74,1.64,4.157,123.6,Selangor,overall,1.75
3649,2020-11-01,1.64,1.94,1.74,1.64,4.157,115.5,Terengganu,overall,1.75
3650,2020-11-01,1.64,1.94,1.74,1.64,4.157,122.5,W.P. Kuala Lumpur,overall,1.75
3651,2020-11-01,1.64,1.94,1.74,1.64,4.157,115.7,W.P. Labuan,overall,1.75
3652,2020-11-01,1.64,1.94,1.74,1.64,4.157,120.7,W.P. Putrajaya,overall,1.75
3678,2020-12-01,1.67,1.97,1.85,1.67,4.078,123.5,Johor,overall,1.75
3679,2020-12-01,1.67,1.97,1.85,1.67,4.078,117.6,Kedah,overall,1.75
3680,2020-12-01,1.67,1.97,1.85,1.67,4.078,119.6,Kelantan,overall,1.75
3681,2020-12-01,1.67,1.97,1.85,1.67,4.078,118.4,Melaka,overall,1.75
3682,2020-12-01,1.67,1.97,1.85,1.67,4.078,120.9,Negeri Sembilan,overall,1.75
3683,2020-12-01,1.67,1.97,1.85,1.67,4.078,118.3,Pahang,overall,1.75
3684,2020-12-01,1.67,1.97,1.85,1.67,4.078,116.4,Perak,overall,1.75
3685,2020-12-01,1.67,1.97,1.85,1.67,4.078,113.6,Perlis,overall,1.75
3686,2020-12-01,1.67,1.97,1.85,1.67,4.078,122.6,Pulau Pinang,overall,1.75
3687,2020-12-01,1.67,1.97,1.85,1.67,4.078,113.1,Sabah,overall,1.75
3688,2020-12-01,1.67,1.97,1.85,1.67,4.078,115.0,Sarawak,overall,1.75
3689,2020-12-01,1.67,1.97,1.85,1.67,4.078,124.2,Selangor,overall,1.75
3690,2020-12-01,1.67,1.97,1.85,1.67,4.078,116.5,Terengganu,overall,1.75
3691,2020-12-01,1.67,1.97,1.85,1.67,4.078,122.8,W.P. Kuala Lumpur,overall,1.75
3692,2020-12-01,1.67,1.97,1.85,1.67,4.078,116.3,W.P. Labuan,overall,1.75
3693,2020-12-01,1.67,1.97,1.85,1.67,4.078,121.5,W.P. Putrajaya,overall,1.75
3719,2021-01-01,1.8,2.1,1.98,1.8,4.013,125.2,Johor,overall,1.75
3720,2021-01-01,1.8,2.1,1.98,1.8,4.013,119.3,Kedah,overall,1.75
3721,2021-01-01,1.8,2.1,1.98,1.8,4.013,121.4,Kelantan,overall,1.75
3722,2021-01-01,1.8,2.1,1.98,1.8,4.013,120.1,Melaka,overall,1.75
3723,2021-01-01,1.8,2.1,1.98,1.8,4.013,122.8,Negeri Sembilan,overall,1.75
3724,2021-01-01,1.8,2.1,1.98,1.8,4.013,120.1,Pahang,overall,1.75
3725,2021-01-01,1.8,2.1,1.98,1.8,4.013,118.2,Perak,overall,1.75
3726,2021-01-01,1.8,2.1,1.98,1.8,4.013,115.5,Perlis,overall,1.75
3727,2021-01-01,1.8,2.1,1.98,1.8,4.013,124.2,Pulau Pinang,overall,1.75
3728,2021-01-01,1.8,2.1,1.98,1.8,4.013,113.8,Sabah,overall,1.75
3729,2021-01-01,1.8,2.1,1.98,1.8,4.013,115.9,Sarawak,overall,1.75
3730,2021-01-01,1.8,2.1,1.98,1.8,4.013,125.7,Selangor,overall,1.75
3731,2021-01-01,1.8,2.1,1.98,1.8,4.013,118.2,Terengganu,overall,1.75
3732,2021-01-01,1.8,2.1,1.98,1.8,4.013,124.0,W.P. Kuala Lumpur,overall,1.75
3733,2021-01-01,1.8,2.1,1.98,1.8,4.013,116.9,W.P. Labuan,overall,1.75
3734,2021-01-01,1.8,2.1,1.98,1.8,4.013,122.8,W.P. Putrajaya,overall,1.75
3759,2021-02-01,1.9,2.2,2.07,1.9,4.054,125.7,Johor,overall,1.75
3760,2021-02-01,1.9,2.2,2.07,1.9,4.054,119.8,Kedah,overall,1.75
3761,2021-02-01,1.9,2.2,2.07,1.9,4.054,121.9,Kelantan,overall,1.75
3762,2021-02-01,1.9,2.2,2.07,1.9,4.054,120.3,Melaka,overall,1.75
3763,2021-02-01,1.9,2.2,2.07,1.9,4.054,123.2,Negeri Sembilan,overall,1.75
3764,2021-02-01,1.9,2.2,2.07,1.9,4.054,120.4,Pahang,overall,1.75
3765,2021-02-01,1.9,2.2,2.07,1.9,4.054,118.6,Perak,overall,1.75
3766,2021-02-01,1.9,2.2,2.07,1.9,4.054,115.9,Perlis,overall,1.75
3767,2021-02-01,1.9,2.2,2.07,1.9,4.054,124.6,Pulau Pinang,overall,1.75
3768,2021-02-01,1.9,2.2,2.07,1.9,4.054,114.2,Sabah,overall,1.75
3769,2021-02-01,1.9,2.2,2.07,1.9,4.054,116.6,Sarawak,overall,1.75
3770,2021-02-01,1.9,2.2,2.07,1.9,4.054,126.0,Selangor,overall,1.75
3771,2021-02-01,1.9,2.2,2.07,1.9,4.054,118.8,Terengganu,overall,1.75
3772,2021-02-01,1.9,2.2,2.07,1.9,4.054,124.2,W.P. Kuala Lumpur,overall,1.75
3773,2021-02-01,1.9,2.2,2.07,1.9,4.054,117.3,W.P. Labuan,overall,1.75
3774,2021-02-01,1.9,2.2,2.07,1.9,4.054,124.4,W.P. Putrajaya,overall,1.75
3797,2021-03-01,2.05,2.35,2.15,2.05,4.0535,126.2,Johor,overall,1.75
3798,2021-03-01,2.05,2.35,2.15,2.05,4.0535,120.3,Kedah,overall,1.75
3799,2021-03-01,2.05,2.35,2.15,2.05,4.0535,122.2,Kelantan,overall,1.75
3800,2021-03-01,2.05,2.35,2.15,2.05,4.0535,120.6,Melaka,overall,1.75
3801,2021-03-01,2.05,2.35,2.15,2.05,4.0535,123.6,Negeri Sembilan,overall,1.75
3802,2021-03-01,2.05,2.35,2.15,2.05,4.0535,120.9,Pahang,overall,1.75
3803,2021-03-01,2.05,2.35,2.15,2.05,4.0535,118.9,Perak,overall,1.75
3804,2021-03-01,2.05,2.35,2.15,2.05,4.0535,116.2,Perlis,overall,1.75
3805,2021-03-01,2.05,2.35,2.15,2.05,4.0535,124.9,Pulau Pinang,overall,1.75
3806,2021-03-01,2.05,2.35,2.15,2.05,4.0535,114.7,Sabah,overall,1.75
3807,2021-03-01,2.05,2.35,2.15,2.05,4.0535,117.1,Sarawak,overall,1.75
3808,2021-03-01,2.05,2.35,2.15,2.05,4.0535,126.5,Selangor,overall,1.75
3809,2021-03-01,2.05,2.35,2.15,2.05,4.0535,119.2,Terengganu,overall,1.75
3810,2021-03-01,2.05,2.35,2.15,2.05,4.0535,124.7,W.P. Kuala Lumpur,overall,1.75
3811,2021-03-01,2.05,2.35,2.15,2.05,4.0535,117.9,W.P. Labuan,overall,1.75
3812,2021-03-01,2.05,2.35,2.15,2.05,4.0535,124.6,W.P. Putrajaya,overall,1.75
3835,2021-04-01,2.05,2.52,2.15,2.05,4.1465,126.4,Johor,overall,1.75
3836,2021-04-01,2.05,2.52,2.15,2.05,4.1465,120.5,Kedah,overall,1.75
3837,2021-04-01,2.05,2.52,2.15,2.05,4.1465,122.5,Kelantan,overall,1.75
3838,2021-04-01,2.05,2.52,2.15,2.05,4.1465,120.8,Melaka,overall,1.75
3839,2021-04-01,2.05,2.52,2.15,2.05,4.1465,123.6,Negeri Sembilan,overall,1.75
3840,2021-04-01,2.05,2.52,2.15,2.05,4.1465,121.3,Pahang,overall,1.75
3841,2021-04-01,2.05,2.52,2.15,2.05,4.1465,119.0,Perak,overall,1.75
3842,2021-04-01,2.05,2.52,2.15,2.05,4.1465,116.2,Perlis,overall,1.75
3843,2021-04-01,2.05,2.52,2.15,2.05,4.1465,124.9,Pulau Pinang,overall,1.75
3844,2021-04-01,2.05,2.52,2.15,2.05,4.1465,114.9,Sabah,overall,1.75
3845,2021-04-01,2.05,2.52,2.15,2.05,4.1465,117.1,Sarawak,overall,1.75
3846,2021-04-01,2.05,2.52,2.15,2.05,4.1465,126.6,Selangor,overall,1.75
3847,2021-04-01,2.05,2.52,2.15,2.05,4.1465,119.6,Terengganu,overall,1.75
3848,2021-04-01,2.05,2.52,2.15,2.05,4.1465,124.9,W.P. Kuala Lumpur,overall,1.75
3849,2021-04-01,2.05,2.52,2.15,2.05,4.1465,118.0,W.P. Labuan,overall,1.75
3850,2021-04-01,2.05,2.52,2.15,2.05,4.1465,124.5,W.P. Putrajaya,overall,1.75
3872,2021-05-01,2.05,2.58,2.15,2.05,4.1045,126.3,Johor,overall,1.75
3873,2021-05-01,2.05,2.58,2.15,2.05,4.1045,120.5,Kedah,overall,1.75
3874,2021-05-01,2.05,2.58,2.15,2.05,4.1045,122.7,Kelantan,overall,1.75
3875,2021-05-01,2.05,2.58,2.15,2.05,4.1045,120.8,Melaka,overall,1.75
3876,2021-05-01,2.05,2.58,2.15,2.05,4.1045,123.6,Negeri Sembilan,overall,1.75
3877,2021-05-01,2.05,2.58,2.15,2.05,4.1045,121.1,Pahang,overall,1.75
3878,2021-05-01,2.05,2.58,2.15,2.05,4.1045,119.0,Perak,overall,1.75
3879,2021-05-01,2.05,2.58,2.15,2.05,4.1045,116.3,Perlis,overall,1.75
3880,2021-05-01,2.05,2.58,2.15,2.05,4.1045,124.9,Pulau Pinang,overall,1.75
3881,2021-05-01,2.05,2.58,2.15,2.05,4.1045,114.8,Sabah,overall,1.75
3882,2021-05-01,2.05,2.58,2.15,2.05,4.1045,117.1,Sarawak,overall,1.75
3883,2021-05-01,2.05,2.58,2.15,2.05,4.1045,126.7,Selangor,overall,1.75
3884,2021-05-01,2.05,2.58,2.15,2.05,4.1045,119.8,Terengganu,overall,1.75
3885,2021-05-01,2.05,2.58,2.15,2.05,4.1045,124.9,W.P. Kuala Lumpur,overall,1.75
3886,2021-05-01,2.05,2.58,2.15,2.05,4.1045,117.9,W.P. Labuan,overall,1.75
3887,2021-05-01,2.05,2.58,2.15,2.05,4.1045,124.5,W.P. Putrajaya,overall,1.75
3907,2021-06-01,2.05,2.61,2.15,2.05,4.1205,126.5,Johor,overall,1.75
3908,2021-06-01,2.05,2.61,2.15,2.05,4.1205,120.5,Kedah,overall,1.75
3909,2021-06-01,2.05,2.61,2.15,2.05,4.1205,122.7,Kelantan,overall,1.75
3910,2021-06-01,2.05,2.61,2.15,2.05,4.1205,120.9,Melaka,overall,1.75
3911,2021-06-01,2.05,2.61,2.15,2.05,4.1205,123.6,Negeri Sembilan,overall,1.75
3912,2021-06-01,2.05,2.61,2.15,2.05,4.1205,121.3,Pahang,overall,1.75
3913,2021-06-01,2.05,2.61,2.15,2.05,4.1205,119.2,Perak,overall,1.75
3914,2021-06-01,2.05,2.61,2.15,2.05,4.1205,116.4,Perlis,overall,1.75
3915,2021-06-01,2.05,2.61,2.15,2.05,4.1205,124.9,Pulau Pinang,overall,1.75
3916,2021-06-01,2.05,2.61,2.15,2.05,4.1205,114.8,Sabah,overall,1.75
3917,2021-06-01,2.05,2.61,2.15,2.05,4.1205,117.1,Sarawak,overall,1.75
3918,2021-06-01,2.05,2.61,2.15,2.05,4.1205,126.8,Selangor,overall,1.75
3919,2021-06-01,2.05,2.61,2.15,2.05,4.1205,119.8,Terengganu,overall,1.75
3920,2021-06-01,2.05,2.61,2.15,2.05,4.1205,124.9,W.P. Kuala Lumpur,overall,1.75
3921,2021-06-01,2.05,2.61,2.15,2.05,4.1205,118.1,W.P. Labuan,overall,1.75
3922,2021-06-01,2.05,2.61,2.15,2.05,4.1205,124.5,W.P. Putrajaya,overall,1.75
3943,2021-07-01,2.05,2.69,2.15,2.05,4.1545,125.7,Johor,overall,1.75
3944,2021-07-01,2.05,2.69,2.15,2.05,4.1545,119.7,Kedah,overall,1.75
3945,2021-07-01,2.05,2.69,2.15,2.05,4.1545,121.8,Kelantan,overall,1.75
3946,2021-07-01,2.05,2.69,2.15,2.05,4.1545,120.2,Melaka,overall,1.75
3947,2021-07-01,2.05,2.69,2.15,2.05,4.1545,122.8,Negeri Sembilan,overall,1.75
3948,2021-07-01,2.05,2.69,2.15,2.05,4.1545,120.4,Pahang,overall,1.75
3949,2021-07-01,2.05,2.69,2.15,2.05,4.1545,118.4,Perak,overall,1.75
3950,2021-07-01,2.05,2.69,2.15,2.05,4.1545,115.8,Perlis,overall,1.75
3951,2021-07-01,2.05,2.69,2.15,2.05,4.1545,124.2,Pulau Pinang,overall,1.75
3952,2021-07-01,2.05,2.69,2.15,2.05,4.1545,114.2,Sabah,overall,1.75
3953,2021-07-01,2.05,2.69,2.15,2.05,4.1545,117.2,Sarawak,overall,1.75
3954,2021-07-01,2.05,2.69,2.15,2.05,4.1545,126.2,Selangor,overall,1.75
3955,2021-07-01,2.05,2.69,2.15,2.05,4.1545,119.0,Terengganu,overall,1.75
3956,2021-07-01,2.05,2.69,2.15,2.05,4.1545,124.3,W.P. Kuala Lumpur,overall,1.75
3957,2021-07-01,2.05,2.69,2.15,2.05,4.1545,117.4,W.P. Labuan,overall,1.75
3958,2021-07-01,2.05,2.69,2.15,2.05,4.1545,124.3,W.P. Putrajaya,overall,1.75
3979,2021-08-01,2.05,2.74,2.15,2.05,4.2305,125.7,Johor,overall,1.75
3980,2021-08-01,2.05,2.74,2.15,2.05,4.2305,119.8,Kedah,overall,1.75
3981,2021-08-01,2.05,2.74,2.15,2.05,4.2305,121.8,Kelantan,overall,1.75
3982,2021-08-01,2.05,2.74,2.15,2.05,4.2305,120.2,Melaka,overall,1.75
3983,2021-08-01,2.05,2.74,2.15,2.05,4.2305,122.9,Negeri Sembilan,overall,1.75
3984,2021-08-01,2.05,2.74,2.15,2.05,4.2305,120.3,Pahang,overall,1.75
3985,2021-08-01,2.05,2.74,2.15,2.05,4.2305,118.4,Perak,overall,1.75
3986,2021-08-01,2.05,2.74,2.15,2.05,4.2305,115.8,Perlis,overall,1.75
3987,2021-08-01,2.05,2.74,2.15,2.05,4.2305,124.2,Pulau Pinang,overall,1.75
3988,2021-08-01,2.05,2.74,2.15,2.05,4.2305,114.2,Sabah,overall,1.75
3989,2021-08-01,2.05,2.74,2.15,2.05,4.2305,117.2,Sarawak,overall,1.75
3990,2021-08-01,2.05,2.74,2.15,2.05,4.2305,126.2,Selangor,overall,1.75
3991,2021-08-01,2.05,2.74,2.15,2.05,4.2305,118.9,Terengganu,overall,1.75
3992,2021-08-01,2.05,2.74,2.15,2.05,4.2305,124.4,W.P. Kuala Lumpur,overall,1.75
3993,2021-08-01,2.05,2.74,2.15,2.05,4.2305,117.4,W.P. Labuan,overall,1.75
3994,2021-08-01,2.05,2.74,2.15,2.05,4.2305,124.3,W.P. Putrajaya,overall,1.75
4015,2021-09-01,2.05,2.72,2.15,2.05,4.145,126.0,Johor,overall,1.75
4016,2021-09-01,2.05,2.72,2.15,2.05,4.145,119.9,Kedah,overall,1.75
4017,2021-09-01,2.05,2.72,2.15,2.05,4.145,122.1,Kelantan,overall,1.75
4018,2021-09-01,2.05,2.72,2.15,2.05,4.145,120.6,Melaka,overall,1.75
4019,2021-09-01,2.05,2.72,2.15,2.05,4.145,123.2,Negeri Sembilan,overall,1.75
4020,2021-09-01,2.05,2.72,2.15,2.05,4.145,120.8,Pahang,overall,1.75
4021,2021-09-01,2.05,2.72,2.15,2.05,4.145,118.8,Perak,overall,1.75
4022,2021-09-01,2.05,2.72,2.15,2.05,4.145,116.3,Perlis,overall,1.75
4023,2021-09-01,2.05,2.72,2.15,2.05,4.145,124.4,Pulau Pinang,overall,1.75
4024,2021-09-01,2.05,2.72,2.15,2.05,4.145,114.2,Sabah,overall,1.75
4025,2021-09-01,2.05,2.72,2.15,2.05,4.145,117.3,Sarawak,overall,1.75
4026,2021-09-01,2.05,2.72,2.15,2.05,4.145,126.4,Selangor,overall,1.75
4027,2021-09-01,2.05,2.72,2.15,2.05,4.145,119.3,Terengganu,overall,1.75
4028,2021-09-01,2.05,2.72,2.15,2.05,4.145,124.5,W.P. Kuala Lumpur,overall,1.75
